,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
173,25,3QHB,A,179,1.20,0.10,X,179,179,0,140,0,' symerythrin',4.47688707853,76.7057979185,179.0,502.0,1000.0,6.3,3.8
174,25,1NQJ,A,97,1.00,0.14,X,96,96,1,0,64,' class 1 collagenase',1.55874111075,26.7070575046,96.0,271.0,1.0,6.3,3.8
175,25,2OSX,A,449,1.10,0.12,X,449,449,0,144,95,' endoglycoceramidase ii',5.70640591818,97.7720481938,449.0,1460.0,1000.0,6.3,3.8
176,25,4HE6,A,89,1.10,0.12,X,89,89,0,3,38,' peptidase family u32',1.61818584451,27.7255678345,89.0,244.0,1000.0,6.3,3.8
177,25,3MCW,B,193,1.06,0.13,X,193,193,4,67,46,' putative hydrolase',3.65502999848,62.6243163009,193.0,546.0,1000.0,6.3,3.8
178,25,1LQT,A,454,1.05,0.13,X,452,452,2,174,97,' fpra',6.55115373084,112.245733564,452.0,1385.0,2.0,6.3,3.8
179,25,3JQ0,A,479,1.13,0.12,X,478,478,16,241,40,' susd superfamily protein',7.45507072985,127.733208107,478.0,1457.0,1000.0,6.3,3.8
180,25,2D5M,A,184,1.05,0.14,X,183,183,1,31,71,' flavoredoxin',3.39145945463,58.1083683846,183.0,503.0,1000.0,6.3,3.8
181,25,2WQ1,A,32,1.08,0.13,X,32,32,0,29,0,' general control protein gcn4',2.72819411423,46.7441556459,32.0,55.0,1000.0,6.3,3.8
182,25,2O90,A,115,1.07,0.13,X,115,115,0,41,39,' dihydroneopterin aldolase',2.44050255056,41.8149245624,115.0,308.0,1000.0,6.3,3.8
183,25,1T2H,A,96,1.00,0.15,X,96,96,0,14,23,' guanyl-specific ribonuclease sa',2.33602958015,40.0249123473,96.0,234.0,1.0,6.3,3.8
184,25,3QZB,A,131,1.10,0.13,X,131,131,0,4,62,' putative superoxide reductase',2.23912632502,38.3645976296,131.0,371.0,1.0,6.3,3.8
185,25,3O1N,A,252,1.03,0.14,X,252,252,0,115,51,' 3-dehydroquinate dehydratase',4.17674284408,71.5632060706,252.0,767.0,1.0,6.3,3.8
186,25,1UNQ,A,117,0.98,0.15,X,117,117,0,30,49,' rac-alpha serine/threonine kinase',2.74788063999,47.0814593663,117.0,296.0,1.0,6.3,3.8
187,25,1D4T,A,104,1.10,0.13,X,104,104,0,19,30,' t cell signal transduction molecule sap',2.53477205055,43.4301132168,104.0,257.0,1.0,6.3,3.8
188,25,3RQ9,B,84,1.00,0.15,X,84,84,0,57,0,' type vi secretion immunity protein',4.7978533947,82.2051498018,84.0,147.0,1000.0,6.3,3.8
189,25,3M1X,A,126,1.20,0.11,X,126,126,1,39,42,' putative endoribonuclease l-psp',2.33965158126,40.0869707552,127.0,370.0,1.0,6.3,3.8
190,25,1XJU,A,157,1.07,0.13,X,156,156,1,94,12,' lysozyme',4.00874536269,68.6847817029,156.0,408.0,1.0,6.3,3.8
191,25,1GMX,A,108,1.10,0.13,X,108,108,1,48,21,' thiosulfate sulfurtransferase glpe',2.26236125823,38.7626988236,108.0,309.0,1.0,6.3,3.8
192,25,1M2D,A,101,1.05,0.14,X,101,101,0,37,22,' [2fe-2s] ferredoxin',2.09731748945,35.9348825857,101.0,292.0,1.0,6.3,3.8
193,25,1HVB,A,346,1.17,0.11,X,346,346,0,120,64,' d-alanyl-d-alanine carboxypeptidase',4.98613656366,85.4311437696,346.0,1155.0,1.0,6.3,3.8
194,25,2BHU,A,581,1.10,0.13,X,580,580,1,185,134,' maltooligosyltrehalose trehalohydrolase',7.04748438817,120.749731639,580.0,1805.0,1000.0,6.3,3.8
195,25,1B9O,A,123,1.15,0.12,X,123,123,0,51,12,' protein (alpha-lactalbumin)',3.02248158858,51.7863993169,124.0,330.0,1.0,6.3,3.8
196,25,1OAI,A,59,1.00,0.15,X,59,59,0,41,0,' nuclear RNA export factor',2.72082116983,46.6178295687,59.0,126.0,1.0,6.3,3.8
197,25,1T3Y,A,131,1.15,0.12,X,131,131,0,50,42,' coactosin-like protein',2.88238497019,49.386020949,131.0,344.0,1.0,6.3,3.8
198,25,3JUD,A,145,0.98,0.16,X,144,144,1,22,51,' aig2-like domain-containing protein 1',2.69555895142,46.1849934068,144.0,390.0,1.0,6.3,3.8
199,25,3DLC,A,220,1.15,0.12,X,220,220,5,97,53,' putative s-adenosyl-l-methionine-dependent methyltransferase',3.97106323396,68.0391460857,220.0,637.0,1000.0,6.3,3.8
200,25,1Z2U,A,150,1.10,0.13,X,150,150,0,55,31,' ubiquitin-conjugating enzyme e2 2',3.11924991246,53.4444021584,150.0,435.0,1.0,6.3,3.8
201,25,3R41,A,302,1.05,0.14,X,302,302,0,140,49,' fluoroacetate dehalogenase',4.76984168876,81.7252046486,303.0,963.0,1000.0,6.3,3.8
202,25,1U2H,A,96,0.96,0.16,X,96,96,0,6,62,' aortic preferentially expressed protein 1',1.59350996879,27.3027779131,96.0,280.0,1.0,6.3,3.8
203,25,2CS7,A,55,1.20,0.11,X,55,55,0,18,16,' pneumococcal histidine triad a protein',2.01492162755,34.5231337027,55.0,114.0,1000.0,6.3,3.8
204,25,1QV1,A,188,1.10,0.13,X,187,187,1,112,6,' obelin',4.18913325152,71.7755000312,188.0,550.0,1.0,6.3,3.8
205,25,4EIR,A,223,1.10,0.13,X,223,223,1,13,74,' polysaccharide monooxygenase-2',2.99043781763,51.2373698294,223.0,727.0,1000.0,6.3,3.8
206,25,2VZC,B,126,1.05,0.14,X,126,126,0,81,0,' alpha-parvin',3.88948650608,66.6414320282,126.0,319.0,1.0,6.3,3.8
207,25,2BZV,A,147,1.15,0.12,X,145,145,1,10,58,' fiber protein 2',2.42565833872,41.5605877668,146.0,436.0,1000.0,6.3,3.8
208,25,1O8S,A,131,1.15,0.12,X,131,131,0,0,72,' putative endo-xylanase',1.80812407842,30.979919247,132.0,430.0,1.0,6.3,3.8
209,25,1C7K,A,132,1.00,0.15,X,132,132,0,49,30,' zinc endoprotease',2.30849487554,39.5531400084,133.0,421.0,1.0,6.3,3.8
210,25,1M1N,A,477,1.16,0.12,X,477,477,0,221,69,' nitrogenase molybdenum-iron protein alpha chain',6.77380423867,116.060568417,477.0,1492.0,3.0,6.3,3.8
211,25,1H97,A,147,1.17,0.12,X,147,147,0,112,0,' globin-3',3.87253611284,66.3510084782,147.0,410.0,1.0,6.3,3.8
212,25,2Q3G,B,88,1.11,0.13,X,88,88,0,16,32,' pdz and lim domain protein 7',1.78051424983,30.5068597539,88.0,243.0,1.0,6.3,3.8
213,25,3ROF,A,158,1.03,0.15,X,158,158,0,64,23,' low molecular weight protein-tyrosine-phosphatase ptpa',2.91061573117,49.8697193333,158.0,461.0,1000.0,6.3,3.8
214,25,4D8B,A,254,1.06,0.14,X,254,254,0,63,56,' streptopain',3.74998896257,64.2513180507,254.0,821.0,1000.0,6.3,3.8
215,25,4GJZ,A,229,1.05,0.15,X,228,228,1,57,78,' jmjc domain-containing protein 5',3.710113961,63.5681103309,228.0,664.0,1000.0,6.3,3.8
216,25,3JVL,A,116,1.20,0.12,X,116,116,0,75,0,' bromodomain-containing protein 4',4.10667890783,70.3627491367,116.0,263.0,1000.0,6.3,3.8
217,25,2XFD,A,109,1.19,0.12,X,109,109,0,3,59,' carbohydrate binding module',1.52753612197,26.1723994887,111.0,384.0,1000.0,6.3,3.8
218,25,2V3G,A,273,1.20,0.12,X,272,273,0,100,55,' endoglucanase h',4.15582054556,71.204728947,273.0,855.0,1.0,6.3,3.8
219,25,2CZQ,A,205,1.05,0.15,X,205,205,0,76,31,' cutinase-like protein',3.03698850051,52.0349569053,205.0,698.0,1000.0,6.3,3.8
220,25,1XT5,A,135,1.15,0.13,X,133,135,0,9,64,' variable region-containing chitin-binding protein 3',2.24901056909,38.5339516506,135.0,395.0,1.0,6.3,3.8
221,25,2NXV,A,249,1.10,0.14,X,249,249,0,64,72,' atp synthase subunits region orf 6',3.99770421542,68.4956056088,249.0,723.0,1000.0,6.3,3.8
222,25,3IR4,A,218,1.20,0.12,X,218,218,7,121,16,' glutaredoxin 2',4.56939517929,78.2908072247,218.0,624.0,2.0,6.3,3.8
223,25,1WRI,A,93,1.20,0.12,X,93,93,0,16,31,' ferredoxin ii',1.73775825902,29.7742899272,93.0,263.0,1.0,6.3,3.8
224,25,3HYN,A,186,1.20,0.12,X,186,186,6,68,30,' putative signal transduction protein',3.48801132835,59.7626626262,186.0,531.0,1.0,6.3,3.8
225,25,2ZXY,A,86,1.15,0.13,X,86,86,0,53,0,' cytochrome c552',2.68597905802,46.0208540496,86.0,218.0,1.0,6.3,3.8
226,25,3A4R,B,76,1.00,0.16,X,75,75,1,16,21,' nfatc2-interacting protein',1.81765026274,31.1431383671,75.0,181.0,1.0,6.3,3.8
227,25,1GWM,A,153,1.15,0.13,X,153,153,0,6,77,' non-catalytic protein 1',2.3690737335,40.5910821221,153.0,442.0,1.0,6.3,3.8
228,25,3R87,A,132,1.05,0.15,X,132,132,0,36,51,' putative uncharacterized protein',2.71591000516,46.5336829735,132.0,350.0,1000.0,6.3,3.8
229,25,3CU9,A,314,1.06,0.15,X,314,314,0,13,148,' intracellular arabinanase',3.98653817056,68.3042895524,315.0,1031.0,1.0,6.3,3.8
230,25,3RZN,A,206,1.10,0.14,X,206,206,0,139,2,' glycolipid transfer protein',5.42094985627,92.8811196056,206.0,539.0,1000.0,6.3,3.8
231,25,1WM3,A,72,1.20,0.12,X,72,72,0,11,24,' ubiquitin-like protein smt3b',1.77690248545,30.4449767391,72.0,176.0,1.0,6.3,3.8
232,25,1MJ4,A,80,1.20,0.12,X,79,79,1,23,18,' sulfite oxidase',2.23021407899,38.2118975657,79.0,188.0,1.0,6.3,3.8
233,25,3HHT,B,227,1.16,0.13,X,227,227,0,89,37,' nitrile hydratase beta subunit',5.38942805604,92.341033426,227.0,525.0,2.0,6.3,3.8
234,25,2QCP,X,80,1.00,0.16,X,80,80,0,3,45,' cation efflux system protein cusf',1.61721829422,27.708990084,80.0,206.0,1.0,6.3,3.8
235,25,2FKK,A,185,1.20,0.12,X,184,184,1,15,35,' baseplate structural protein gp10',6.02926880893,103.303895484,184.0,301.0,1000.0,6.3,3.8
236,25,3NBC,A,148,1.01,0.16,X,148,148,0,12,61,' ricin b-like lectin',2.55707244311,43.8122022386,148.0,419.0,1000.0,6.3,3.8
237,25,3ZZO,A,93,1.15,0.13,X,93,93,0,14,29,' cg11501',1.77360231955,30.3884325704,93.0,272.0,1000.0,6.3,3.8
238,25,4DVC,A,184,1.20,0.12,X,184,184,0,0,0,' thiol',4.77384928088,81.7938696709,184.0,459.0,1000.0,6.3,3.8
239,25,3T7L,A,74,1.09,0.14,X,74,74,0,16,16,' zinc finger fyve domain-containing protein 16',1.76431487695,30.2293039878,74.0,196.0,1000.0,6.3,3.8
240,25,3SOJ,B,115,1.00,0.16,X,115,115,0,35,39,' pile',2.53363154841,43.410572155,115.0,318.0,1000.0,6.3,3.8
241,25,2IAY,A,114,1.20,0.12,X,114,114,4,25,33,' hypothetical protein',2.58642168366,44.3150643558,114.0,308.0,1.0,6.3,3.8
242,25,3U97,A,77,1.10,0.14,X,77,77,3,19,36,' ribonuclease toxin brnt',1.98549520817,34.018949224,77.0,189.0,1000.0,6.3,3.8
243,25,3V0D,B,325,1.10,0.14,X,325,325,0,89,100,' voltage-sensor containing phosphatase',5.24420576849,89.8528331996,325.0,956.0,1000.0,6.3,3.8
244,25,2UUY,B,52,1.15,0.13,X,52,52,0,5,16,' tryptase inhibitor',1.30639875182,22.3834903361,52.0,119.0,1000.0,6.3,3.8
245,25,3MD7,A,270,1.27,0.11,X,270,270,0,64,84,' beta-lactamase-like',3.92812147311,67.3033933244,270.0,840.0,1000.0,6.3,3.8
246,25,1M15,A,357,1.20,0.12,X,357,357,0,146,63,' arginine kinase',5.66876829539,97.1271751298,357.0,1096.0,2.0,6.3,3.8
247,25,3SXX,C,667,1.27,0.11,X,665,666,1,103,250,' peroxisomal primary amine oxidase',7.91668788261,135.642434186,666.0,1973.0,1000.0,6.3,3.8
248,25,1NTE,A,82,1.24,0.12,X,82,82,0,15,31,' syntenin 1',1.84681412443,31.6428242519,82.0,210.0,1.0,6.3,3.8
249,25,3M7A,A,140,1.22,0.12,X,140,140,5,15,61,' uncharacterized protein',2.36839593261,40.579468861,140.0,395.0,1000.0,6.3,3.8
250,25,1Y93,A,158,1.03,0.16,X,158,158,0,39,27,' macrophage metalloelastase',2.90321916092,49.742988457,161.0,475.0,1.0,6.3,3.8
251,25,2O9U,X,97,1.15,0.13,X,96,96,1,17,41,' monellin chain b and monellin chain a',2.01351400009,34.4990157865,96.0,253.0,1.0,6.3,3.8
252,25,2QES,A,261,1.24,0.12,X,261,261,0,103,60,' ribosome-inactivating protein pd-l4',4.44214856915,76.110597496,261.0,784.0,2.0,6.3,3.8
253,25,4B9G,A,146,1.04,0.16,X,146,146,0,0,0,"' cs6 fimbrial subunit b, cs6 fimbrial subunit a'",2.28615608489,39.1703930838,146.0,424.0,1000.0,6.3,3.8
254,25,2AGY,H,106,1.10,0.14,X,105,105,2,9,38,' aromatic amine dehydrogenase',1.60182510937,27.4452473303,106.0,351.0,1.0,6.3,3.8
255,25,2V9M,A,274,1.30,0.10,X,274,274,0,128,45,' rhamnulose-1-phosphate aldolase',4.47233515231,76.6278064198,275.0,848.0,1.0,6.3,3.8
256,25,1H4X,A,111,1.16,0.13,X,111,111,1,50,36,' anti-sigma f factor antagonist',2.62281200102,44.9385664189,111.0,294.0,1.0,6.3,3.8
257,25,1U07,B,88,1.13,0.14,X,88,88,0,16,42,' tonb protein',1.80395372519,30.9084655188,88.0,222.0,1.0,6.3,3.8
258,25,2GJ3,A,119,1.04,0.16,X,119,119,0,37,41,' nitrogen fixation regulatory protein',2.67218947515,45.7845869876,119.0,316.0,1000.0,6.3,3.8
259,25,3C6A,A,199,1.16,0.13,X,198,198,1,72,38,' terminase large subunit',3.728098385,63.8762506902,198.0,567.0,1000.0,6.3,3.8
260,25,3PD7,A,94,1.26,0.11,X,94,94,0,37,13,' DNA topoisomerase 2-binding protein 1',2.09619853383,35.9157106965,94.0,251.0,1.0,6.3,3.8
261,25,2G7B,A,137,1.18,0.13,X,137,137,0,18,77,' cellular retinoic acid-binding protein 2',2.70024296314,46.2652480234,137.0,380.0,1.0,6.3,3.8
262,25,3DNJ,B,81,1.15,0.14,X,81,81,0,42,21,' atp-dependent clp protease adapter protein clps',1.8949207945,32.4670712002,81.0,223.0,1.0,6.3,3.8
263,25,3CT6,B,128,1.10,0.15,X,128,128,0,58,23,"' pts-dependent dihydroxyacetone kinase, phosphotransferase subunit dham'",2.48769776704,42.6235549062,128.0,372.0,1.0,6.3,3.8
264,25,3UAW,A,233,1.20,0.13,X,233,233,0,85,66,' purine nucleoside phosphorylase deod-type',3.54532950464,60.7447370834,233.0,749.0,1000.0,6.3,3.8
265,25,1KNM,A,129,1.20,0.13,X,129,129,0,15,44,"' endo-1,4-beta-xylanase a'",2.05916073982,35.2811149398,129.0,409.0,1.0,6.3,3.8
266,25,1MJU,H,213,1.22,0.12,X,212,212,2,15,113,' immunoglobulin ms6-12',3.36890790799,57.7219761551,212.0,591.0,2.0,6.3,3.8
267,25,1J98,A,154,1.20,0.13,X,154,154,1,54,35,' autoinducer-2 production protein luxs',3.35037368065,57.404415611,154.0,408.0,1.0,6.3,3.8
268,25,2QCF,A,257,1.22,0.12,X,257,257,1,113,45,' uridine 5'-monophosphate synthase (ump synthase)',3.97776609258,68.1539910908,257.0,827.0,1.0,6.3,3.8
269,25,4H4N,A,62,1.10,0.15,X,62,62,0,0,35,' hypothetical protein ba_2335',1.30887509135,22.4259192819,62.0,143.0,1000.0,6.3,3.8
270,25,4GA2,A,144,0.95,0.18,X,144,144,0,108,0,' e3 sumo-protein ligase ranbp2',4.22487616499,72.3879096474,144.0,382.0,1000.0,6.3,3.8
271,25,1KQ6,A,140,1.18,0.13,X,140,140,4,50,32,' neutrophil cytosol factor 1',3.86786848253,66.2710345363,140.0,325.0,1.0,6.3,3.8
272,25,3U99,A,123,1.15,0.14,X,123,123,0,0,0,' diheme cytochrome c',3.94733829534,67.6326492688,123.0,288.0,1000.0,6.3,3.8
273,25,3GIU,B,213,1.25,0.12,X,213,213,3,63,49,' pyrrolidone-carboxylate peptidase',3.52739581788,60.4374660426,213.0,626.0,1.0,6.3,3.8
274,25,4EYB,B,242,1.16,0.14,X,242,242,1,59,70,' beta-lactamase ndm-1',3.65584131935,62.6382172579,242.0,765.0,1000.0,6.3,3.8
275,25,3B4U,B,288,1.20,0.13,X,288,288,0,147,39,' dihydrodipicolinate synthase',4.79930710576,82.2300573023,288.0,881.0,1.0,6.3,3.8
276,25,3T2C,A,389,1.30,0.11,X,389,389,0,119,110,"' fructose-1,6-bisphosphate aldolase/phosphatase'",5.43063623944,93.0470835301,389.0,1257.0,1000.0,6.3,3.8
277,25,3NZN,A,103,1.10,0.15,X,103,103,0,37,29,' glutaredoxin',2.38464129928,40.8578126726,103.0,273.0,1000.0,6.3,3.8
278,25,3OHE,A,137,1.20,0.13,X,137,137,6,47,30,' histidine triad (hit) protein',3.42593773015,58.6991100291,139.0,337.0,1.0,6.3,3.8
279,25,3VL9,A,222,1.20,0.13,X,222,222,0,16,127,"' xyloglucan-specific endo-beta-1,4-glucanase a'",3.12678619452,53.5735268198,222.0,692.0,1000.0,6.3,3.8
280,25,1XDN,A,265,1.20,0.13,X,265,265,3,71,79,' RNA editing ligase mp52',4.63178791446,79.3598278303,265.0,720.0,2.0,6.3,3.8
281,25,2HIN,B,64,1.05,0.16,X,64,64,0,42,0,' repressor protein',2.20880352899,37.8450548706,64.0,167.0,1000.0,6.3,3.8
282,25,3MMH,B,168,1.25,0.12,X,168,168,1,69,41,' methionine-r-sulfoxide reductase',3.27547380508,56.1211009732,168.0,483.0,1.0,6.3,3.8
283,25,3B35,A,291,1.10,0.15,X,291,291,0,116,57,' bacterial leucyl aminopeptidase',3.96178727824,67.8802143164,291.0,1005.0,1.0,6.3,3.8
284,25,3CZF,A,276,1.20,0.13,X,275,275,1,71,107,' hla class i histocompatibility antigen',4.92086718555,84.3128355255,275.0,753.0,2.0,6.3,3.8
285,25,3ESS,A,200,1.19,0.13,X,199,199,1,69,49,' cholix toxin',3.36722095335,57.693072321,199.0,590.0,1.0,6.3,3.8
286,25,3HT1,A,142,1.20,0.13,X,141,141,0,17,62,' remf protein',2.30813065118,39.5468994847,142.0,405.0,1.0,6.3,3.8
287,25,3F7X,A,133,1.24,0.12,X,133,133,6,42,57,' putative polyketide cyclase',2.68610872665,46.0230757577,133.0,372.0,1000.0,6.3,3.8
288,25,3H5J,A,168,1.20,0.13,X,168,168,0,61,37,' 3-isopropylmalate dehydratase small subunit',2.73535737302,46.8668890256,168.0,536.0,1000.0,6.3,3.8
289,25,1E58,A,247,1.25,0.12,X,247,247,1,107,34,' phosphoglycerate mutase',4.37850885796,75.0202115335,247.0,728.0,1.0,6.3,3.8
290,25,3GNE,A,243,1.20,0.13,X,243,243,0,9,117,' val-1',3.14772668583,53.9323156538,244.0,827.0,1.0,6.3,3.8
291,25,1YFQ,A,342,1.10,0.15,X,342,342,0,14,166,' cell cycle arrest protein bub3',4.52087757979,77.4595195202,346.0,1073.0,1.0,6.3,3.8
292,25,4GS3,A,91,1.09,0.15,X,90,90,1,3,58,' single-stranded DNA-binding protein',1.81915207352,31.1688699953,90.0,227.0,1000.0,6.3,3.8
293,25,3A02,A,51,1.00,0.17,X,51,51,0,39,0,' homeobox protein aristaless',2.71902640331,46.5870785144,51.0,104.0,1000.0,6.3,3.8
294,25,2CAK,A,154,1.27,0.12,X,154,154,0,11,63,' rusticyanin',2.38453793134,40.8560415936,154.0,461.0,1.0,6.3,3.8
295,25,3U23,A,56,1.11,0.15,X,56,56,0,3,31,' cd2-associated protein',1.25419805565,21.4890974283,56.0,141.0,1000.0,6.3,3.8
296,25,2RFR,A,154,1.16,0.14,X,154,154,2,59,63,' uncharacterized protein',3.18469821869,54.5657761094,154.0,436.0,1.0,6.3,3.8
297,25,2GZV,A,92,1.12,0.15,X,91,91,1,15,31,' prkca-binding protein',2.10207835517,36.0164539985,91.0,221.0,1.0,6.3,3.8
298,25,1KG2,A,224,1.20,0.13,X,224,224,0,140,0,' a/g-specific adenine glycosylase',5.28671070617,90.5811015483,224.0,607.0,2.0,6.3,3.8
299,25,3F1P,B,111,1.17,0.14,X,111,111,0,23,40,' aryl hydrocarbon receptor nuclear translocator',2.28712468958,39.1869889001,111.0,306.0,1.0,6.3,3.8
300,25,3AYX,D,267,1.18,0.14,X,267,267,0,95,49,' membrane-bound hydrogenase small subunit',4.32732361101,74.1432170639,267.0,819.0,1000.0,6.3,3.8
301,25,3QSD,A,253,1.30,0.12,X,253,253,0,65,61,' cathepsin b-like peptidase (c01 family)',3.77313018327,64.6478135993,253.0,800.0,1.0,6.3,3.8
302,25,2V1M,A,163,1.00,0.18,X,163,163,1,59,33,' glutathione peroxidase',3.20153539303,54.8542597968,163.0,461.0,1.0,6.3,3.8
303,25,1TQG,A,105,0.98,0.18,X,105,105,0,88,0,' chemotaxis protein chea',3.5338950185,60.5488216252,105.0,269.0,1.0,6.3,3.8
304,25,2AHN,A,222,1.30,0.12,X,222,222,0,28,79,' thaumatin-like protein',3.14535500827,53.8916799585,222.0,721.0,1.0,6.3,3.8
305,25,3OT1,A,199,1.16,0.14,X,199,199,5,87,39,' 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme',3.17027279572,54.3186147314,199.0,658.0,1.0,6.3,3.8
306,25,1LU4,A,134,1.12,0.15,X,134,134,0,50,32,' soluble secreted antigen mpt53',2.75344235001,47.1767522332,134.0,366.0,1.0,6.3,3.8
307,25,3ZY7,A,117,1.09,0.16,X,116,116,1,6,64,' ap-1 complex subunit gamma-1',2.02808349425,34.7486456421,116.0,318.0,1000.0,6.3,3.8
308,25,2GKT,I,51,1.23,0.13,X,51,51,0,10,9,' ovomucoid',1.37355301218,23.5340936536,51.0,120.0,1.0,6.3,3.8
309,25,1H4G,A,206,1.10,0.16,X,206,206,1,14,129,' xylanase',2.89671695929,49.6315814557,206.0,657.0,1.0,6.3,3.8
310,25,2B69,A,312,1.21,0.14,X,312,312,10,130,58,' udp-glucuronate decarboxylase 1',4.87022555654,83.4451552618,312.0,913.0,2.0,6.3,3.8
311,25,4EBG,A,97,1.20,0.14,X,97,97,3,34,29,' uncharacterized protein',2.39687969676,41.0675021348,97.0,251.0,1000.0,6.3,3.8
312,25,2JJU,B,113,1.19,0.14,X,112,112,1,3,47,' signal regulatory protein beta-1',1.98363170917,33.9870205255,112.0,307.0,1000.0,6.3,3.8
313,25,2ZPT,X,288,1.15,0.15,X,288,288,0,128,33,' tyrosine-ester sulfotransferase',6.07141419715,104.026003407,288.0,766.0,1.0,6.3,3.8
314,25,2R01,A,195,1.15,0.15,X,195,195,4,70,48,' nitroreductase family protein',3.89523431134,66.7399134017,196.0,514.0,2.0,6.3,3.8
315,25,1XMT,A,95,1.15,0.15,X,95,95,0,36,28,' putative acetyltransferase',2.3683350167,40.578425144,95.0,256.0,1.0,6.3,3.8
316,25,4FUU,A,290,1.30,0.12,X,290,290,2,0,0,' leucine aminopeptidase',4.1637823911,71.3411451005,290.0,940.0,1000.0,6.3,3.8
317,25,3HD2,A,158,1.10,0.16,X,158,158,0,48,45,' 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase',3.27804846616,56.1652145345,158.0,426.0,1.0,6.3,3.8
318,25,3OBL,A,132,1.20,0.14,X,132,132,0,0,76,' lectin',2.18667139249,37.4658487034,132.0,402.0,1000.0,6.3,3.8
319,25,1ZMA,A,118,1.25,0.13,X,118,118,2,57,23,' bacterocin transport accessory protein',2.71017069243,46.4353471086,118.0,314.0,1.0,6.3,3.8
320,25,3HWU,A,144,1.30,0.12,X,144,144,5,11,96,' putative DNA-binding protein',2.47751051899,42.4490092954,144.0,410.0,1.0,6.3,3.8
321,25,2JCQ,A,149,1.25,0.13,X,149,149,0,22,54,' cd44 antigen',2.56320658867,43.9173030646,149.0,442.0,1000.0,6.3,3.8
322,25,3C1U,A,232,1.33,0.12,X,231,231,1,89,37,' rhamnogalacturonan acetylesterase',3.6895251171,63.2153465305,231.0,728.0,1.0,6.3,3.8
323,25,3UE2,A,118,1.23,0.14,X,118,118,4,39,35,' poly(u)-binding-splicing factor puf60',2.95873191611,50.694129307,118.0,284.0,1000.0,6.3,3.8
324,25,1ZGK,A,288,1.35,0.11,X,288,288,7,0,142,' kelch-like ech-associated protein 1',3.35016146146,57.4007795036,288.0,1013.0,1.0,6.3,3.8
325,25,1HX0,A,496,1.38,0.11,X,496,496,1,138,118,' alpha amylase (ppa)',6.20143876631,106.253809951,497.0,1577.0,2.0,6.3,3.8
326,25,3MVS,A,210,1.10,0.16,X,209,210,0,13,91,' cadherin-23',3.00134031413,51.4241703179,216.0,667.0,2.0,6.3,3.8
327,25,2QF4,A,170,1.20,0.14,X,170,170,0,3,87,' cell shape determining protein mrec',2.59709016861,44.4978553524,170.0,518.0,1000.0,6.3,3.8
328,25,4F14,A,56,1.20,0.14,X,56,56,0,3,28,' nebulette',1.15140841983,19.7279270225,56.0,153.0,1000.0,6.3,3.8
329,25,3GRD,B,132,1.25,0.14,X,132,132,4,37,61,' uncharacterized ntf2-superfamily protein',2.72382271202,46.669257198,132.0,372.0,1.0,6.3,3.8
330,25,2X5N,A,190,1.30,0.12,X,189,189,1,72,40,' 26s proteasome regulatory subunit rpn10',3.22257090096,55.2146766204,189.0,577.0,1.0,6.3,3.8
331,25,1F4P,A,147,1.30,0.13,X,147,147,0,55,37,' flavodoxin',2.58594775853,44.3069442481,147.0,446.0,1.0,6.3,3.8
332,25,2XQQ,D,85,1.31,0.12,X,85,85,0,33,31,"' dynein light chain 2, cytoplasmic'",2.11544567902,36.2454861864,85.0,215.0,1.0,6.3,3.8
333,25,3BWY,A,216,1.30,0.13,X,215,215,2,103,49,' comt protein',3.59796323696,61.6465495177,215.0,660.0,1.0,6.3,3.8
334,25,1GXU,A,88,1.27,0.13,X,88,88,0,21,36,' hydrogenase maturation protein hypf',1.70362062304,29.1893847104,88.0,244.0,1.0,6.3,3.8
335,25,2QE8,B,336,1.35,0.12,X,336,336,4,32,144,' uncharacterized protein',4.07624754252,69.8413461804,336.0,1153.0,1.0,6.3,3.8
336,25,3IHS,B,84,1.15,0.16,X,84,84,4,30,25,' phosphocarrier protein hpr',1.62649627052,27.8679564737,84.0,251.0,1.0,6.3,3.8
337,25,1H4A,X,173,1.15,0.16,X,173,173,0,17,86,' gamma crystallin d',2.38590509347,40.8794661876,173.0,568.0,2.0,6.3,3.8
338,25,1WC2,A,180,1.20,0.15,X,180,180,0,24,53,' endoglucanase',2.78732951424,47.7573659334,180.0,588.0,1.0,6.3,3.8
339,25,3AMR,A,352,1.25,0.14,X,352,352,0,22,168,' 3-phytase',4.03875946568,69.1990353971,363.0,1304.0,1.0,6.3,3.8
340,25,2GB4,B,231,1.25,0.14,X,231,231,1,69,62,' thiopurine s-methyltransferase',4.18234621426,71.6592127317,231.0,630.0,1.0,6.3,3.8
341,25,3AWX,B,73,1.25,0.14,X,72,72,1,12,33,' melc',1.85073879177,31.7100684631,72.0,187.0,1.0,6.3,3.8
342,25,3BLD,A,351,1.19,0.15,X,348,348,3,160,56,' queuine trna-ribosyltransferase',5.31850992477,91.1259409409,348.0,1082.0,1.0,6.3,3.8
343,25,3QZM,B,123,1.25,0.14,X,123,123,0,11,74,' iron-regulated surface determinant protein a',2.26591916793,38.8236591065,123.0,330.0,1.0,6.3,3.8
